Study,Trait_reported,Lead_variant,Molecular_trait,Gene_symbol,Tissue,Source,H3,H4,log2(H4/H3),Title,Author,Has_sumstats,numAssocLoci,nInitial cohort,study_nReplication,study_nCases,Publication_date,Journal,Pubmed_id,max_H4,min_H4
GCST004132,Crohn's disease,2_233277353_G_A,ATG16L1,ENSG00000085978,brain (cerebellum),GTEx-eQTL,0.09,0.9,3.28,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST004132,Crohn's disease,2_233277353_G_A,ATG16L1,ENSG00000085978,Monocyte,BLUEPRINT,0.09,0.9,3.27,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST003043,Inflammatory bowel disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Adipose subcutaneous,GTEx-sQTL,0.09,0.91,3.26,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003043,Inflammatory bowel disease [EA],2_233264200_A_G,ATG16L1,ENSG00000085978,CD4+ T cell,CEDAR,0.1,0.9,3.25,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0.2
GCST004131,Inflammatory bowel disease,2_233271044_C_T,ATG16L1,ENSG00000085978,Monocyte,BLUEPRINT,0.09,0.9,3.25,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Stomach,GTEx-sQTL,0.09,0.91,3.25,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST003044,Crohn's disease [EA],7_28150502_C_T,JAZF1,ENSG00000153814,CD4+ T cell,Schmiedel_2018,0.1,0.9,3.24,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0.28
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Skin not sun exposed suprapubic,GTEx-sQTL,0.1,0.9,3.24,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,2_233277353_G_A,ATG16L1,ENSG00000085978,Transverse colon,CEDAR,0.1,0.9,3.23,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST003043,Inflammatory bowel disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Artery tibial,GTEx-sQTL,0.1,0.9,3.23,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003044,Crohn's disease [EA],2_233252937_T_C,ATG16L1,ENSG00000085978,CD4+ T cell,CEDAR,0.1,0.9,3.22,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0.2
GCST004131,Inflammatory bowel disease,2_233271044_C_T,ATG16L1,ENSG00000085978,adipose,GTEx-eQTL,0.1,0.9,3.22,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST004131,Inflammatory bowel disease,5_142216955_C_T,NDFIP1,ENSG00000131507,Treg memory,Schmiedel_2018,0.09,0.82,3.21,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.1
GCST003044,Crohn's disease [EA],3_49684099_G_A,RBM6,ENSG00000004534,Brain cortex,GTEx-sQTL,0.03,0.24,3.21,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0.1
GCST003043,Inflammatory bowel disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Lung,GTEx-sQTL,0.1,0.9,3.21,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003044,Crohn's disease [EA],5_142146492_C_A,NDFIP1,ENSG00000131507,Brain anterior cingulate cortex ba24,GTEx-sQTL,0.04,0.34,3.2,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0.1
GCST004131,Inflammatory bowel disease,2_233271044_C_T,ATG16L1,ENSG00000085978,iPSC,HipSci,0.1,0.9,3.2,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST003043,Inflammatory bowel disease [EA],5_142146492_C_A,NDFIP1,ENSG00000131507,Brain anterior cingulate cortex ba24,GTEx-sQTL,0.04,0.34,3.19,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0.1
GCST004131,Inflammatory bowel disease,1_209797265_G_A,IRF6,ENSG00000117595,brain (cerebellum),GTEx-eQTL,0.1,0.9,3.19,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST003043,Inflammatory bowel disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Colon transverse,GTEx-sQTL,0.1,0.9,3.19,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004131,Inflammatory bowel disease,2_233271044_C_T,ATG16L1,ENSG00000085978,brain (cerebellum),GTEx-eQTL,0.1,0.9,3.18,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Uterus,GTEx-sQTL,0.1,0.9,3.18,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Skin sun exposed lower leg,GTEx-sQTL,0.1,0.9,3.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Brain amygdala,GTEx-sQTL,0.1,0.9,3.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004132,Crohn's disease,2_233277353_G_A,ATG16L1,ENSG00000085978,Th2 cell,Schmiedel_2018,0.09,0.77,3.15,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST003043,Inflammatory bowel disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Cells ebv-transformed lymphocytes,GTEx-sQTL,0.1,0.9,3.14,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Adrenal gland,GTEx-sQTL,0.1,0.9,3.13,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST003043,Inflammatory bowel disease [EA],5_142146492_C_A,NDFIP1,ENSG00000131507,Monocyte,CEDAR,0.1,0.84,3.12,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0.1
GCST003043,Inflammatory bowel disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Brain spinal cord cervical c-1,GTEx-sQTL,0.1,0.9,3.12,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003043,Inflammatory bowel disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Skin sun exposed lower leg,GTEx-sQTL,0.1,0.9,3.12,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003044,Crohn's disease [EA],5_142146492_C_A,NDFIP1,ENSG00000131507,Monocyte,CEDAR,0.1,0.84,3.1,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0.1
GCST003043,Inflammatory bowel disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Artery aorta,GTEx-sQTL,0.1,0.9,3.1,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Vagina,GTEx-sQTL,0.1,0.9,3.1,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Ovary,GTEx-sQTL,0.1,0.9,3.1,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004132,Crohn's disease,2_233277353_G_A,ATG16L1,ENSG00000085978,iPSC,HipSci,0.1,0.89,3.09,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST003043,Inflammatory bowel disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,LCL,TwinsUK,0.1,0.89,3.09,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003043,Inflammatory bowel disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Esophagus muscularis,GTEx-sQTL,0.11,0.89,3.09,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Cells ebv-transformed lymphocytes,GTEx-sQTL,0.11,0.89,3.09,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Brain putamen basal ganglia,GTEx-sQTL,0.11,0.89,3.08,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,2_233271044_C_T,ATG16L1,ENSG00000085978,Th2 cell,Schmiedel_2018,0.09,0.76,3.07,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST003043,Inflammatory bowel disease [EA],3_49660026_G_A,RBM6,ENSG00000004534,Brain cortex,GTEx-sQTL,0.03,0.24,3.07,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0.1
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Brain cortex,GTEx-sQTL,0.11,0.89,3.06,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Artery coronary,GTEx-sQTL,0.11,0.89,3.06,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_150706557_G_A,HORMAD1,ENSG00000143452,blood,GTEx-eQTL,0.11,0.89,3.05,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.16
GCST004132,Crohn's disease,2_233277353_G_A,ATG16L1,ENSG00000085978,Rectum,CEDAR,0.11,0.89,3.05,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0.2
GCST003045,Ulcerative colitis [EA],3_49660026_G_A,RBM6,ENSG00000004534,Brain cortex,GTEx-sQTL,0.03,0.24,3.05,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,110,27432,45215,6968,2015-07-20,Nat Genet,PMID:26192919,0.98,0.1
GCST003043,Inflammatory bowel disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Breast mammary tissue,GTEx-sQTL,0.11,0.89,3.05,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Esophagus gastroesophageal junction,GTEx-sQTL,0.11,0.89,3.05,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Artery aorta,GTEx-sQTL,0.11,0.89,3.05,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Skin not sun exposed suprapubic,GTEx-sQTL,0.11,0.89,3.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Prostate,GTEx-sQTL,0.11,0.89,3.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Breast mammary tissue,GTEx-sQTL,0.11,0.89,3.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Esophagus gastroesophageal junction,GTEx-sQTL,0.11,0.89,3.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Brain hypothalamus,GTEx-sQTL,0.11,0.89,3.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Brain cerebellum,GTEx-sQTL,0.11,0.89,3.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Adipose subcutaneous,GTEx-sQTL,0.11,0.89,3.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
GCST004131,Inflammatory bowel disease,1_155199058_C_T,EFNA1,ENSG00000169242,Nerve tibial,GTEx-sQTL,0.11,0.89,3.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.04
